Date,Opponent,##,Player Name,TOT-FG,3-PT,FT,OF,DE,TOT,PF,TP,A,TO,BLK,S,MIN
02/16/2024,Harlowe,01,Tavian Caverly,0-1,0-1,0-0,1,2,3,0,0,1,1,0,1,8:39
02/16/2024,Harlowe,33,Cormac Ostrander,2-2,1-2,0-1,1,1,2,2,5,3,1,1,1,15:21
02/16/2024,Harlowe,45,Lachlan Abara,2-5,1-2,0-2,0,2,2,1,5,1,0,0,1,9:14
02/16/2024,Harlowe,,TEAM,,,,1,2,3,,,,3,,,
02/16/2024,Harlowe,,Totals,18-65,11-24,12-22,13,29,42,20,59,31,21,9,11,200
02/22/2024,Marchfield,11,Wendell Nkemelu,4-7,4-6,3-6,2,8,10,1,15,4,3,1,1,31:54
02/22/2024,Marchfield,23,Ugo Kealoha,2-10,2-5,4-4,3,2,5,3,10,1,4,2,1,22:42
02/22/2024,Marchfield,21,Yannick Janowski,3-6,1-2,0-1,2,3,5,1,7,4,0,2,1,21:24
02/22/2024,Marchfield,20,Priit Lomax,4-17,0-1,3-5,2,1,3,5,11,5,0,3,2,39:44
02/22/2024,Marchfield,24,Kwame Stanhope,7-7,0-2,0-3,0,3,3,0,14,3,2,2,2,19:29
02/22/2024,Marchfield,14,Xavier Caverly,,,,,,,,,,,,,DNP
02/22/2024,Marchfield,13,Emeka Stanhope,0-2,0-2,0-0,0,0,0,1,0,2,1,1,1,11:35
02/22/2024,Marchfield,52,Finn Kealoha,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0,3:25
02/22/2024,Marchfield,40,Wendell Whitlock,3-4,0-3,2-2,0,3,3,1,8,0,1,0,1,11:55
02/22/2024,Marchfield,35,Dedrick Abara,0-4,0-1,1-1,0,0,0,1,1,1,0,0,0,7:16
02/22/2024,Marchfield,01,Tavian Caverly,0-1,0-0,0-1,0,2,2,0,0,1,1,0,0,6:01
02/22/2024,Marchfield,33,Cormac Ostrander,3-9,0-0,1-1,1,3,4,3,7,4,2,0,1,18:22
02/22/2024,Marchfield,45,Lachlan Abara,1-1,0-1,1-1,1,0,1,1,3,1,0,0,0,6:13
02/22/2024,Marchfield,,TEAM,,,,0,1,1,,,,3,,,
02/22/2024,Marchfield,,Totals,27-68,7-23,15-25,11,27,38,17,76,26,17,11,10,200
02/24/2024,Marchfield,11,Wendell Nkemelu,18-18,0-3,2-3,5,8,13,5,38,6,4,4,1,42:46
02/24/2024,Marchfield,23,Ugo Kealoha,4-6,1-1,2-4,1,6,7,3,11,4,3,0,2,24:28
02/24/2024,Marchfield,21,Yannick Janowski,0-5,0-2,0-1,3,5,8,2,0,5,4,2,2,23:24
02/24/2024,Marchfield,20,Priit Lomax,13-13,7-10,4-7,4,0,4,5,37,4,4,3,1,36:19
02/24/2024,Marchfield,24,Kwame Stanhope,0-12,0-6,0-6,3,6,9,1,0,6,4,2,1,26:26
02/24/2024,Marchfield,14,Xavier Caverly,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0:00
02/24/2024,Marchfield,13,Emeka Stanhope,,,,,,,,,,,,,DNP
02/24/2024,Marchfield,52,Finn Kealoha,1-1,1-1,0-1,1,1,2,1,3,1,1,0,0,4:43
02/24/2024,Marchfield,40,Wendell Whitlock,9-9,5-5,1-4,0,0,0,3,24,1,0,1,1,22:32
02/24/2024,Marchfield,35,Dedrick Abara,2-2,0-1,1-2,1,1,2,0,5,0,1,1,0,10:52
02/24/2024,Marchfield,01,Tavian Caverly,2-4,0-1,0-1,0,0,0,1,4,1,1,1,0,8:30
02/24/2024,Marchfield,,TEAM,,,,5,2,7,,,,1,,,
02/24/2024,Marchfield,,Totals,49-70,14-30,10-29,23,29,52,21,122,28,23,14,8,200
02/26/2024,Vantage,11,Wendell Nkemelu,7-13,0-0,1-1,1,7,8,4,15,2,3,2,2,28:10
02/26/2024,Vantage,23,Ugo Kealoha,0-6,0-3,0-0,1,3,4,3,0,1,3,1,2,21:28
02/26/2024,Vantage,21,Yannick Janowski,1-3,0-0,1-2,0,4,4,0,3,3,2,1,0,18:39
02/26/2024,Vantage,20,Priit Lomax,12-12,0-0,0-0,4,5,9,5,24,6,2,2,3,29:04
02/26/2024,Vantage,24,Kwame Stanhope,5-5,1-4,3-6,1,3,4,0,14,2,2,2,0,28:53
02/26/2024,Vantage,14,Xavier Caverly,0-9,0-3,2-3,2,1,3,2,2,5,2,1,0,19:13
02/26/2024,Vantage,13,Emeka Stanhope,0-2,0-1,1-1,1,0,1,1,1,1,0,1,0,12:42
02/26/2024,Vantage,52,Finn Kealoha,1-1,0-0,1-1,0,1,1,1,3,0,0,0,0,4:29
02/26/2024,Vantage,40,Wendell Whitlock,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0:00
02/26/2024,Vantage,35,Dedrick Abara,2-2,1-1,0-0,0,0,0,0,5,0,0,0,0,6:31
02/26/2024,Vantage,01,Tavian Caverly,1-3,0-0,0-1,2,2,4,1,2,1,1,0,1,10:37
02/26/2024,Vantage,33,Cormac Ostrander,4-5,2-5,1-4,1,5,6,1,11,3,0,2,0,20:14
02/26/2024,Vantage,45,Lachlan Abara,,,,,,,,,,,,,DNP
02/26/2024,Vantage,,TEAM,,,,5,2,7,,,,1,,,
02/26/2024,Vantage,,Totals,33-61,4-17,10-19,18,33,51,18,80,24,16,12,8,200
02/28/2024,Alderman,11,Wendell Nkemelu,8-15,0-0,2-6,1,7,8,0,18,0,2,3,1,38:30
02/28/2024,Alderman,23,Ugo Kealoha,10-10,4-4,1-4,3,3,6,0,25,4,4,0,0,22:14
02/28/2024,Alderman,21,Yannick Janowski,0-16,0-4,5-5,4,8,12,2,5,7,5,1,2,31:58
02/28/2024,Alderman,20,Priit Lomax,11-20,4-8,1-1,5,10,15,5,27,9,6,1,4,39:54
02/28/2024,Alderman,24,Kwame Stanhope,4-9,0-0,0-4,0,4,4,3,8,1,1,1,1,18:28
02/28/2024,Alderman,14,Xavier Caverly,,,,,,,,,,,,,DNP
02/28/2024,Alderman,13,Emeka Stanhope,4-4,0-0,1-2,1,1,2,1,9,1,1,1,0,11:21
02/28/2024,Alderman,52,Finn Kealoha,0-0,0-0,1-1,0,0,0,0,1,1,0,0,0,6:10
02/28/2024,Alderman,40,Wendell Whitlock,3-4,0-2,0-2,0,4,4,2,6,2,1,1,1,14:52
02/28/2024,Alderman,35,Dedrick Abara,0-1,0-0,2-2,0,1,1,1,2,0,1,0,1,7:32
02/28/2024,Alderman,01,Tavian Caverly,1-2,1-2,0-2,0,1,1,1,3,1,2,1,0,9:01
02/28/2024,Alderman,,TEAM,,,,0,4,4,,,,1,,,
02/28/2024,Alderman,,Totals,41-81,9-20,13-29,14,43,57,15,104,26,24,9,10,200
11/08/2024,Harlowe,0,Xavier Vantrease,5-12,2-2,2-2,1,8,9,4,14,4,1,2,0,32:29
11/08/2024,Harlowe,21,Finn Pilkington,5-7,5-7,2-2,0,5,5,4,17,5,2,2,2,26:31
11/08/2024,Harlowe,02,Priit Abara,5-11,0-2,4-4,1,5,6,3,14,3,0,1,2,21:22
11/08/2024,Harlowe,34,Emeka Quiroz,1-8,1-4,0-1,1,2,3,2,3,5,3,1,0,22:30
11/08/2024,Harlowe,32,Dedrick Hazlett,0-6,0-1,0-4,0,3,3,0,0,3,1,2,0,19:04
11/08/2024,Harlowe,05,Isaias Yeboah,0-5,0-3,0-2,0,1,1,1,0,0,1,1,1,11:37
11/08/2024,Harlowe,52,Lachlan Farrow,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0:05
11/08/2024,Harlowe,31,Xavier Merrick,0-2,0-1,0-1,1,1,2,0,0,1,1,0,0,6:31
11/08/2024,Harlowe,20,Malachi Whitlock,1-3,0-2,0-1,1,0,1,1,2,2,1,1,0,8:27
11/08/2024,Harlowe,45,Gideon Bramwell,0-4,0-3,0-0,2,0,2,0,0,0,1,1,1,13:56
11/08/2024,Harlowe,44,Quentin Yeboah,1-2,1-1,1-1,2,3,5,0,4,4,1,1,1,19:23
11/08/2024,Harlowe,14,Ugo Farrow,0-5,0-5,1-1,1,3,4,1,1,1,2,1,1,18:05
11/08/2024,Harlowe,,TEAM,,,,2,0,2,,,,3,,,
11/08/2024,Harlowe,,Totals,18-65,9-31,10-19,12,31,43,16,55,28,17,13,8,200
11/14/2024,Granholm,0,Xavier Vantrease,0-9,0-9,3-4,5,1,6,2,3,2,2,3,0,39:56
11/14/2024,Granholm,21,Finn Pilkington,0-11,0-2,0-0,2,0,2,1,0,4,0,2,3,26:24
11/14/2024,Granholm,02,Priit Abara,1-5,1-5,4-4,0,5,5,2,7,5,2,2,1,20:05
11/14/2024,Granholm,34,Emeka Quiroz,0-4,0-0,1-1,2,6,8,5,1,3,0,2,0,26:27
11/14/2024,Granholm,32,Dedrick Hazlett,1-8,1-7,0-1,5,0,5,0,3,8,1,3,2,35:30
11/14/2024,Granholm,05,Isaias Yeboah,0-1,0-1,0-0,0,1,1,1,0,1,0,1,0,8:37
11/14/2024,Granholm,52,Lachlan Farrow,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0:29
11/14/2024,Granholm,31,Xavier Merrick,3-1,0-0,1-1,0,0,0,1,3,1,1,1,0,7:31
11/14/2024,Granholm,20,Malachi Whitlock,1-2,1-2,0-0,1,1,2,1,3,0,0,0,0,7:05
11/14/2024,Granholm,45,Gideon Bramwell,2-6,1-1,1-1,1,1,2,2,6,1,2,1,1,11:57
11/14/2024,Granholm,44,Quentin Yeboah,2-8,0-1,2-2,1,2,3,0,6,0,1,0,1,15:59
11/14/2024,Granholm,,TEAM,,,,0,2,2,,,,0,,,
11/14/2024,Granholm,,Totals,8-57,4-28,12-14,17,19,36,15,32,25,9,15,8,200
11/20/2024,Carrowmore,0,Xavier Vantrease,1-2,1-2,2-3,0,5,5,1,5,3,2,1,2,25:49
11/20/2024,Carrowmore,21,Finn Pilkington,4-7,0-0,0-0,1,2,3,2,8,3,4,0,2,25:43
11/20/2024,Carrowmore,02,Priit Abara,3-5,0-5,2-7,5,9,14,5,8,0,5,3,1,33:25
11/20/2024,Carrowmore,34,Emeka Quiroz,12-17,0-5,2-2,1,1,2,2,26,8,2,2,2,34:10
11/20/2024,Carrowmore,32,Dedrick Hazlett,6-9,0-4,3-4,0,5,5,2,15,2,1,1,2,19:37
11/20/2024,Carrowmore,05,Isaias Yeboah,,,,,,,,,,,,,DNP
11/20/2024,Carrowmore,52,Lachlan Farrow,2-2,2-2,2-2,1,1,2,1,8,3,1,1,0,12:18
11/20/2024,Carrowmore,31,Xavier Merrick,0-3,0-0,0-1,0,0,0,0,0,0,0,0,0,7:03
11/20/2024,Carrowmore,20,Malachi Whitlock,0-2,0-0,0-0,0,2,2,1,0,2,0,1,0,7:10
11/20/2024,Carrowmore,45,Gideon Bramwell,1-3,0-1,4-4,1,3,4,2,6,1,3,0,2,18:39
11/20/2024,Carrowmore,44,Quentin Yeboah,0-2,0-2,0-2,2,3,5,2,0,2,2,2,0,16:06
11/20/2024,Carrowmore,14,Ugo Farrow,,,,,,,,,,,,,DNP
11/20/2024,Carrowmore,23,Xavier Redfern,,,,,,,,,,,,,DNP
11/20/2024,Carrowmore,,TEAM,,,,0,4,4,,,,1,,,
11/20/2024,Carrowmore,,Totals,29-52,3-21,15-25,11,35,46,18,76,24,21,11,11,200
11/23/2024,Harlowe,0,Xavier Vantrease,1-3,1-3,1-2,4,0,4,4,4,6,0,2,1,26:40
11/23/2024,Harlowe,21,Finn Pilkington,1-4,0-4,2-4,2,4,6,3,4,2,2,1,1,27:06
11/23/2024,Harlowe,02,Priit Abara,2-10,2-4,1-2,2,5,7,0,7,5,4,1,2,21:31
11/23/2024,Harlowe,34,Emeka Quiroz,9-9,0-0,1-4,0,4,4,0,19,5,2,2,1,29:56
11/23/2024,Harlowe,32,Dedrick Hazlett,3-7,0-1,1-4,3,3,6,0,7,5,5,1,1,29:51
11/23/2024,Harlowe,05,Isaias Yeboah,1-2,0-0,1-2,1,3,4,0,3,0,1,0,2,15:47
11/23/2024,Harlowe,52,Lachlan Farrow,,,,,,,,,,,,,DNP
11/23/2024,Harlowe,31,Xavier Merrick,,,,,,,,,,,,,DNP
11/23/2024,Harlowe,20,Malachi Whitlock,3-5,1-2,1-2,1,1,2,2,8,3,2,1,0,12:47
11/23/2024,Harlowe,45,Gideon Bramwell,,,,,,,,,,,,,DNP
11/23/2024,Harlowe,44,Quentin Yeboah,4-8,3-3,0-2,3,5,8,2,11,1,3,1,1,20:22
11/23/2024,Harlowe,14,Ugo Farrow,1-2,1-2,1-2,1,3,4,0,4,1,0,0,1,16:00
11/23/2024,Harlowe,23,Xavier Redfern,,,,,,,,,,,,,DNP
11/23/2024,Harlowe,,TEAM,,,,3,0,3,,,,1,,,
11/23/2024,Harlowe,,Totals,25-50,8-19,9-24,20,28,48,11,67,28,20,9,10,200
11/26/2024,Fenwick,0,Xavier Vantrease,0-3,0-3,0-2,4,6,10,5,0,6,1,0,1,30:43
11/26/2024,Fenwick,21,Finn Pilkington,0-5,0-2,1-3,0,3,3,2,1,5,3,1,2,22:27
11/26/2024,Fenwick,02,Priit Abara,5-9,1-3,1-3,1,5,6,2,12,1,2,0,1,19:51
11/26/2024,Fenwick,34,Emeka Quiroz,11-12,1-1,4-5,2,9,11,2,27,7,5,1,3,32:00
11/26/2024,Fenwick,32,Dedrick Hazlett,0-7,0-0,0-2,1,2,3,4,2,3,3,1,0,21:21
11/26/2024,Fenwick,05,Isaias Yeboah,5-5,0-0,2-2,1,3,4,1,12,0,1,0,0,10:36
11/26/2024,Fenwick,52,Lachlan Farrow,4-6,0-0,1-1,2,1,3,1,9,2,2,1,1,15:26
11/26/2024,Fenwick,31,Xavier Merrick,0-1,0-0,0-1,0,1,1,1,0,0,0,0,0,5:56
11/26/2024,Fenwick,20,Malachi Whitlock,0-0,0-0,0-0,0,0,0,0,3,0,0,0,0,0:08
11/26/2024,Fenwick,45,Gideon Bramwell,2-2,1-1,0-2,1,2,3,1,5,1,1,1,0,12:08
11/26/2024,Fenwick,44,Quentin Yeboah,2-4,1-1,0-1,2,3,5,1,5,3,1,1,1,13:41
11/26/2024,Fenwick,14,Ugo Farrow,1-2,0-0,1-2,1,1,2,1,3,1,2,1,1,10:35
11/26/2024,Fenwick,23,Xavier Redfern,0-1,0-0,0-0,0,1,1,1,0,1,1,0,0,5:08
11/26/2024,Fenwick,,TEAM,,,,4,3,7,,,,3,,,
11/26/2024,Fenwick,,Totals,30-57,4-11,10-24,19,40,59,22,79,30,25,7,10,200
12/01/2024,Redhill,0,Xavier Vantrease,2-11,2-8,0-2,2,3,5,0,6,2,2,1,0,30:15
12/01/2024,Redhill,21,Finn Pilkington,4-7,4-6,2-4,0,6,6,3,14,3,2,1,1,23:27
12/01/2024,Redhill,02,Priit Abara,8-9,3-3,4-4,3,0,3,0,26,3,2,1,2,32:49
12/01/2024,Redhill,34,Emeka Quiroz,4-5,1-5,0-5,3,3,6,3,9,3,4,2,2,32:18
12/01/2024,Redhill,32,Dedrick Hazlett,6-8,0-2,0-2,3,0,3,4,12,6,1,1,1,33:12
12/01/2024,Redhill,05,Isaias Yeboah,2-4,1-1,0-0,1,0,1,0,5,1,0,0,0,8:47
12/01/2024,Redhill,52,Lachlan Farrow,,,,,,,,,,,,,DNP
12/01/2024,Redhill,31,Xavier Merrick,3-3,0-0,1-1,0,1,1,0,7,1,0,0,0,6:01
12/01/2024,Redhill,20,Malachi Whitlock,,,,,,,,,,,,,DNP
12/01/2024,Redhill,45,Gideon Bramwell,2-4,2-3,1-2,1,1,2,0,7,0,0,1,1,12:22
12/01/2024,Redhill,44,Quentin Yeboah,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0:19
12/01/2024,Redhill,14,Ugo Farrow,3-4,1-4,0-3,2,1,3,1,7,5,3,1,1,20:30
12/01/2024,Redhill,,TEAM,,,,1,2,3,,,,0,,,
12/01/2024,Redhill,,Totals,34-55,14-32,8-23,16,17,33,11,93,24,14,8,8,200
12/03/2024,Underhill,0,Xavier Vantrease,1-8,1-6,3-5,1,3,4,1,6,6,1,2,2,25:58
12/03/2024,Underhill,21,Finn Pilkington,3-3,2-3,3-4,3,6,9,1,11,3,1,2,3,30:28
12/03/2024,Underhill,02,Priit Abara,1-7,1-4,3-4,3,1,4,1,6,1,2,0,0,18:01
12/03/2024,Underhill,34,Emeka Quiroz,0-6,0-5,0-3,1,3,4,1,0,4,2,1,2,29:04
12/03/2024,Underhill,32,Dedrick Hazlett,2-21,2-9,2-3,3,3,6,1,8,1,5,4,3,39:34
12/03/2024,Underhill,05,Isaias Yeboah,5-6,2-2,1-1,1,2,3,1,13,0,0,1,1,12:11
12/03/2024,Underhill,52,Lachlan Farrow,,,,,,,,,,,,,DNP
12/03/2024,Underhill,31,Xavier Merrick,1-1,0-0,0-1,1,1,2,0,2,1,1,0,0,6:31
12/03/2024,Underhill,20,Malachi Whitlock,1-3,0-1,0-2,1,2,3,1,2,2,1,1,1,10:48
12/03/2024,Underhill,45,Gideon Bramwell,0-5,0-2,0-1,1,2,3,1,0,2,1,1,1,10:43
12/03/2024,Underhill,44,Quentin Yeboah,,,,,,,,,,,,,DNP
12/03/2024,Underhill,14,Ugo Farrow,3-4,0-1,0-2,0,1,1,1,6,3,2,1,0,16:42
12/03/2024,Underhill,,TEAM,,,,4,2,6,,,,1,,,
12/03/2024,Underhill,,Totals,17-64,8-33,12-26,19,26,45,9,54,23,17,13,13,200
12/06/2024,Vantage,0,Xavier Vantrease,9-12,6-9,1-1,2,8,10,1,25,4,2,2,3,31:31
12/06/2024,Vantage,21,Finn Pilkington,10-11,1-5,1-1,1,3,4,3,22,3,2,0,1,22:19
12/06/2024,Vantage,02,Priit Abara,7-12,7-8,1-3,5,6,11,2,22,4,7,1,4,39:51
12/06/2024,Vantage,34,Emeka Quiroz,4-5,0-3,2-4,3,5,8,1,10,3,3,1,2,22:59
12/06/2024,Vantage,32,Dedrick Hazlett,6-9,2-2,4-6,1,4,5,1,18,6,2,2,0,28:09
12/06/2024,Vantage,05,Isaias Yeboah,2-4,0-0,1-1,1,1,2,1,5,2,1,0,0,8:00
12/06/2024,Vantage,52,Lachlan Farrow,2-5,1-1,1-1,1,1,2,0,6,1,0,1,0,10:01
12/06/2024,Vantage,31,Xavier Merrick,1-1,0-0,0-0,1,0,1,1,2,0,1,0,0,4:42
12/06/2024,Vantage,20,Malachi Whitlock,2-2,1-1,0-0,0,0,0,0,5,1,1,0,0,6:20
12/06/2024,Vantage,45,Gideon Bramwell,1-4,0-1,1-2,0,2,2,2,3,1,0,0,1,11:09
12/06/2024,Vantage,44,Quentin Yeboah,0-5,0-2,0-0,2,3,5,1,0,1,3,1,1,14:59
12/06/2024,Vantage,,TEAM,,,,2,0,2,,,,3,,,
12/06/2024,Vantage,,Totals,44-70,18-32,12-19,19,33,52,13,118,26,25,8,12,200
12/12/2024,Westmere,0,Xavier Vantrease,4-10,2-2,0-4,1,5,6,3,10,1,3,0,1,20:16
12/12/2024,Westmere,21,Finn Pilkington,1-3,1-3,1-6,1,8,9,2,4,2,1,0,1,31:44
12/12/2024,Westmere,02,Priit Abara,4-6,2-3,2-4,2,1,3,1,12,3,2,0,0,17:01
12/12/2024,Westmere,34,Emeka Quiroz,0-6,0-6,0-4,1,6,7,3,0,6,4,1,1,30:57
12/12/2024,Westmere,32,Dedrick Hazlett,4-7,1-4,0-1,0,2,2,0,9,4,0,2,1,20:47
12/12/2024,Westmere,05,Isaias Yeboah,,,,,,,,,,,,,DNP
12/12/2024,Westmere,52,Lachlan Farrow,2-2,2-2,0-1,0,2,2,1,6,2,0,1,1,9:24
12/12/2024,Westmere,31,Xavier Merrick,0-1,0-1,1-1,0,1,1,1,1,1,1,1,0,5:56
12/12/2024,Westmere,20,Malachi Whitlock,0-1,0-1,1-1,1,2,3,0,1,1,0,1,0,8:25
12/12/2024,Westmere,45,Gideon Bramwell,3-5,1-1,0-3,0,1,1,1,7,1,2,1,1,11:58
12/12/2024,Westmere,44,Quentin Yeboah,9-9,4-4,1-2,1,2,3,3,23,3,2,2,1,20:19
12/12/2024,Westmere,14,Ugo Farrow,1-5,0-0,1-1,2,1,3,2,3,3,1,1,1,15:13
12/12/2024,Westmere,23,Xavier Redfern,0-1,0-0,1-1,0,2,2,1,1,2,1,0,1,8:00
12/12/2024,Westmere,,TEAM,,,,5,3,8,,,,3,,,
12/12/2024,Westmere,,Totals,28-56,13-27,8-29,14,36,50,18,77,29,20,10,9,200
12/14/2024,Bellcourt,0,Xavier Vantrease,0-5,0-2,0-4,1,8,9,4,0,1,1,1,1,28:30
12/14/2024,Bellcourt,21,Finn Pilkington,9-11,1-2,0-1,3,5,8,2,19,0,3,2,1,23:35
12/14/2024,Bellcourt,02,Priit Abara,0-5,0-5,2-4,3,1,4,1,2,1,0,2,1,26:39
12/14/2024,Bellcourt,34,Emeka Quiroz,7-8,0-2,0-7,5,5,10,5,14,4,2,0,1,33:23
12/14/2024,Bellcourt,32,Dedrick Hazlett,1-4,1-2,0-0,2,1,3,3,3,1,1,1,1,22:01
12/14/2024,Bellcourt,05,Isaias Yeboah,4-4,0-0,1-2,1,1,2,0,9,1,0,0,1,8:11
12/14/2024,Bellcourt,52,Lachlan Farrow,2-8,2-4,0-0,1,0,1,2,6,2,1,0,1,15:05
12/14/2024,Bellcourt,31,Xavier Merrick,1-2,0-0,1-1,1,2,3,1,3,1,1,0,0,6:51
12/14/2024,Bellcourt,20,Malachi Whitlock,,,,,,,,,,,,,DNP
12/14/2024,Bellcourt,45,Gideon Bramwell,0-1,0-1,0-0,1,2,3,0,0,1,0,1,1,9:39
12/14/2024,Bellcourt,44,Quentin Yeboah,5-6,2-2,2-2,2,3,5,2,14,0,2,1,0,14:28
12/14/2024,Bellcourt,14,Ugo Farrow,0-2,0-2,1-2,0,1,1,1,1,2,2,0,0,11:38
12/14/2024,Bellcourt,23,Xavier Redfern,,,,,,,,,,,,,DNP
12/14/2024,Bellcourt,,TEAM,,,,5,1,6,,,,1,,,
12/14/2024,Bellcourt,,Totals,29-56,6-22,7-23,25,30,55,21,71,14,14,8,8,200
12/19/2024,Delaford,0,Xavier Vantrease,6-15,6-7,7-7,5,10,15,5,25,6,6,2,4,39:36
12/19/2024,Delaford,21,Finn Pilkington,4-8,1-1,0-3,3,2,5,2,9,1,3,2,2,23:56
12/19/2024,Delaford,02,Priit Abara,4-6,4-5,1-1,1,3,4,1,13,4,0,1,1,19:57
12/19/2024,Delaford,34,Emeka Quiroz,3-3,1-3,4-7,1,7,8,0,11,5,3,2,3,31:02
12/19/2024,Delaford,32,Dedrick Hazlett,5-6,0-3,1-5,2,5,7,4,11,0,0,0,1,24:10
12/19/2024,Delaford,05,Isaias Yeboah,2-3,1-1,0-1,0,0,0,0,5,2,1,0,0,7:06
12/19/2024,Delaford,52,Lachlan Farrow,4-4,0-0,1-1,0,0,0,2,9,1,2,1,0,10:06
12/19/2024,Delaford,31,Xavier Merrick,,,,,,,,,,,,,DNP
12/19/2024,Delaford,20,Malachi Whitlock,1-3,0-1,1-1,1,0,1,1,3,1,1,1,0,9:46
12/19/2024,Delaford,45,Gideon Bramwell,3-4,0-3,0-0,2,2,4,1,6,0,1,0,1,15:21
12/19/2024,Delaford,44,Quentin Yeboah,3-5,1-1,0-2,1,0,1,1,7,3,1,0,0,13:13
12/19/2024,Delaford,14,Ugo Farrow,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0:00
12/19/2024,Delaford,23,Xavier Redfern,0-2,0-0,1-1,0,1,1,1,1,1,1,0,0,5:47
12/19/2024,Delaford,,TEAM,,,,2,4,6,,,,0,,,
12/19/2024,Delaford,,Totals,35-59,14-25,16-29,18,34,52,18,100,24,19,9,12,200
12/21/2024,Alderman,0,Xavier Vantrease,2-9,1-1,5-6,5,7,12,5,10,8,2,1,0,32:48
12/21/2024,Alderman,21,Finn Pilkington,4-4,1-2,4-4,3,3,6,2,13,1,2,2,1,23:26
12/21/2024,Alderman,02,Priit Abara,4-6,1-4,2-3,0,1,1,4,11,2,3,1,1,24:36
12/21/2024,Alderman,34,Emeka Quiroz,0-8,0-1,1-4,3,5,8,3,1,3,1,2,1,21:51
12/21/2024,Alderman,32,Dedrick Hazlett,14-21,2-4,3-5,2,0,2,2,33,4,6,4,2,39:43
12/21/2024,Alderman,05,Isaias Yeboah,4-5,0-0,2-2,1,1,2,1,10,1,1,1,0,8:46
12/21/2024,Alderman,52,Lachlan Farrow,0-5,0-2,0-1,1,4,5,1,0,2,3,1,0,16:04
12/21/2024,Alderman,31,Xavier Merrick,,,,,,,,,,,,,DNP
12/21/2024,Alderman,20,Malachi Whitlock,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0:14
12/21/2024,Alderman,45,Gideon Bramwell,6-6,2-3,2-2,1,3,4,0,16,1,1,0,0,12:12
12/21/2024,Alderman,44,Quentin Yeboah,1-4,1-3,3-4,3,3,6,2,6,2,3,1,2,20:20
12/21/2024,Alderman,,TEAM,,,,4,2,6,,,,1,,,
12/21/2024,Alderman,,Totals,35-68,8-20,22-31,23,29,52,20,100,24,23,13,7,200
12/26/2024,Quarry Ridge,0,Xavier Vantrease,2-6,1-3,5-5,4,8,12,0,10,2,2,3,2,28:56
12/26/2024,Quarry Ridge,21,Finn Pilkington,1-7,1-4,2-2,1,3,4,2,5,5,0,2,2,21:48
12/26/2024,Quarry Ridge,02,Priit Abara,2-12,1-1,1-1,1,2,3,3,6,0,5,2,1,27:39
12/26/2024,Quarry Ridge,34,Emeka Quiroz,3-8,1-4,0-2,2,5,7,2,7,2,2,0,0,20:13
12/26/2024,Quarry Ridge,32,Dedrick Hazlett,1-10,0-0,2-2,4,7,11,3,4,4,2,0,2,24:49
12/26/2024,Quarry Ridge,05,Isaias Yeboah,0-2,0-1,0-0,1,1,2,0,0,1,1,0,0,6:59
12/26/2024,Quarry Ridge,52,Lachlan Farrow,1-5,0-1,1-1,1,1,2,0,3,2,1,1,0,11:14
12/26/2024,Quarry Ridge,31,Xavier Merrick,1-3,1-1,0-1,1,0,1,1,3,1,1,0,0,6:47
12/26/2024,Quarry Ridge,20,Malachi Whitlock,2-3,0-0,0-0,0,1,1,0,4,1,1,0,0,6:36
12/26/2024,Quarry Ridge,45,Gideon Bramwell,3-6,0-1,1-1,0,0,0,2,7,1,0,1,0,11:36
12/26/2024,Quarry Ridge,44,Quentin Yeboah,1-4,0-1,0-2,2,2,4,0,2,0,2,1,1,16:07
12/26/2024,Quarry Ridge,14,Ugo Farrow,0-1,0-1,0-0,0,2,2,1,0,2,1,0,1,10:24
12/26/2024,Quarry Ridge,23,Xavier Redfern,1-1,0-1,0-0,1,0,1,0,2,1,1,1,1,6:52
12/26/2024,Quarry Ridge,,TEAM,,,,5,1,6,,,,0,,,
12/26/2024,Quarry Ridge,,Totals,18-68,5-19,12-17,23,33,56,14,53,22,19,11,10,200
12/28/2024,Delaford,0,Xavier Vantrease,6-16,5-9,1-9,5,8,13,5,18,2,3,3,2,39:40
12/28/2024,Delaford,21,Finn Pilkington,1-17,1-6,3-7,1,0,1,1,9,3,3,2,1,31:58
12/28/2024,Delaford,02,Priit Abara,4-4,1-2,0-3,4,6,10,1,9,1,6,4,0,35:24
12/28/2024,Delaford,34,Emeka Quiroz,5-6,0-6,10-10,6,4,10,5,20,9,6,4,2,44:49
12/28/2024,Delaford,32,Dedrick Hazlett,2-6,0-2,2-5,2,3,5,3,6,4,5,0,2,38:26
12/28/2024,Delaford,05,Isaias Yeboah,,,,,,,,,,,,,DNP
12/28/2024,Delaford,52,Lachlan Farrow,,,,,,,,,,,,,DNP
12/28/2024,Delaford,31,Xavier Merrick,0-2,0-2,0-2,1,2,3,1,0,0,1,0,0,9:17
