MRN,Last Name,First Name,DOB,Sex,Email,Insurance,Member #,Coverage Start,Coverage End,Allergies,SSN,Problem List
205945,Thorne,Giulia,1934-04-04,F,giulia.thorne@mail.example.net,Self Pay,,,,Peanuts; Shellfish,900-49-9576,I10
205946,Delacroix,Everett,2024-08-27,M,everett.delacroix@example.com,Medicare,1EG44996084,2023-05-28,,,900-40-9863,
205947,Kowalski,Everett,1970-04-04,M,,Blue Cross Blue Shield of Texas,ZGP6247469,2023-07-02,,NKDA,900-45-7006,E11.9; I10
205948,Whitfield,Ruben,1953-07-16,M,ruben.whitfield@mail.example.net,Blue Cross Blue Shield of Texas,ZGP8635976,2023-04-25,,,900-88-7350,E11.9
205949,Novotny,Bjorn,1941-01-15,M,,Blue Cross Blue Shield of Texas,ZGP7699299,2025-02-04,,NKDA,900-69-6066,
205950,Mbeki,Ruben,2010-11-04,MALE,ruben.mbeki@example.com,Humana,H5322705,2024-03-15,,Penicillin,900-45-7031,E11.9; I10
205951,Alvarez,Mateo,1999-12-14,m,mateo.alvarez@example.com,Aetna,W8611958,2025-07-22,,,900-44-2405,E11.9
205952,Vasquez,Kwame,2024-10-16,M,,BCBS TX,ZGP4960355,2024-04-28,,Shellfish,900-68-1906,
205953,Lindqvist,Julien,1965-12-02,M,,BCBS TX,ZGP1485275,2025-12-16,,"Latex, Penicillin",,
205954,Fitzgerald,Alden,1937-01-28,M,alden.fitzgerald@example.com,Blue Cross Blue Shield of Texas,ZGP5944048,2024-05-17,,Sulfa drugs; NSAIDs,900-93-6011,I10
205955,Lindqvist,Ximena,2009-06-15,X,ximena.lindqvist@example.com,Self Pay,,,,NKDA,,E11.9; I10
205956,Ferreira,Piotr,1947-07-31,m,piotr.ferreira@example.com,Medicare,1EG44043038,2023-03-31,,"Latex, Penicillin",900-21-5455,E11.9
205957,Nguyen,Elsa,1931-03-22,F,elsa.nguyen@example.com,Aetna,W6262703,2025-09-01,,Penicillin,,E11.9; I10
205958,Whitfield,Julien,1931-12-08,M,julien.whitfield@example.org,BCBS TX,ZGP4682448,2023-03-31,,Peanuts; Shellfish,900-88-7339,
205959,Osei,Ines,1964-08-10,Female,ines.osei@example.com,Blue Cross Blue Shield of Texas,ZGP6153864,2025-12-27,2027-09-21,NKDA,900-75-9604,E11.9; I10
205960,Okafor,Anya,1988-10-18,F,anya.okafor@mail.example.net,Self Pay,,,,Penicillin,900-40-9928,
205961,Mbeki,Wendell,2010-09-14,M,wendell.mbeki@mail.example.net,Aetna,W2098382,2025-06-11,,,900-11-7620,E11.9; I10
205962,Fitzgerald,Haruki,1970-09-07,M,haruki.fitzgerald@example.com,United Healthcare,95626743,2024-03-07,,,900-56-1896,I10
205963,Vasquez,Luz,1986-01-22,F,luz.vasquez@example.com,BCBS TX,ZGP6344894,2023-08-26,,"Latex, Penicillin",900-50-3612,I10
205964,Mbeki,Bjorn,1939-04-13,M,bjorn.mbeki@mail.example.net,Humana,H1995182,2025-01-13,,,900-39-6274,
205965,Yamada,Femi,1986-04-15,M,femi.yamada@example.com,Self Pay,,,,Penicillin; Peanuts; Latex,900-88-4823,E11.9; I10; J45.909
205966,Whitfield,Piotr,1993-11-22,M,piotr.whitfield@example.com,United Healthcare,97883021,2024-08-11,,,900-91-7431,
205967,Yamada,Ximena,10/7/72,f,ximena.yamada@mail.example.net,Humana,H3360302,2023-07-20,2025-07-06,NKDA,900-90-3199,I10
205968,Sandoval,Beatriz,1969-08-22,Female,beatriz.sandoval@example.org,Medicare,1EG42288785,2026-04-09,,Penicillin,900-89-7274,I10
205969,Whitfield,Luz,2/21/89,F,luz.whitfield@example.com,Aetna,W4867692,2024-04-11,,Penicillin,900-94-6640,
205970,Ramirez,Julien,1970-05-19,MALE,julien.ramirez@example.com,United Healthcare,96754327,2024-09-27,,Penicillin; Sulfa drugs,900-88-6442,I10; J45.909
205971,Escobar,Mateo,1963-06-15,M,,AETNA,W1215015,2024-03-23,,Penicillin,900-34-3862,I10
205972,Whitfield,Julien,2016-02-13,M,julien.whitfield@mail.example.net,Cigna,U6583468,2024-03-14,,,900-39-4406,I10
205973,Delacroix,Bjorn,1934-07-29,M,bjorn.delacroix@mail.example.net,Self Pay,,,,,900-84-1029,I10
205974,Vasquez,Elsa,1965-09-25,Female,,BCBS TX,ZGP6298391,2025-04-13,,Penicillin,900-61-4002,
205975,Okafor,Ruben,2/16/67,M,ruben.okafor@example.com,Aetna,W9641985,2026-01-07,,Sulfa drugs; NSAIDs,900-33-9742,I10
205976,Kowalski,Piotr,1957-08-21,M,,Blue Cross Blue Shield of Texas,ZGP5145942,2023-04-26,,Penicillin,900-28-9683,E11.9
205977,Nguyen,Elsa,1957-05-10,F,elsa.nguyen@mail.example.net,Self Pay,,,,Penicillin; Sulfa drugs,900-54-4250,E11.9; I10
205978,Delacroix,Beatriz,2021-07-30,Female,beatriz.delacroix@mail.example.net,Self Pay,,,,NSAIDs; Peanuts,900-19-7233,
205979,Aguilar,Margot,5/15/99,F,margot.aguilar@example.com,Self Pay,,,,Penicillin,,J45.909
205980,Marchetti,Femi,1969-05-14,M,femi.marchetti@example.com,United Healthcare,96941972,2023-08-28,,Penicillin; Peanuts; Latex,900-95-2926,I10; J45.909
205981,Moreau,Wendell,1975-11-10,M,wendell.moreau@mail.example.net,Self Pay,,,,Penicillin,900-11-7135,E11.9
205982,Baptiste,Chidi,1991-11-27,M,chidi.baptiste@example.com,Medicare,1EG42908030,2023-05-24,,"Latex, Penicillin",900-82-8169,
205983,Castellanos,Piotr,1971-09-21,M,,Blue Cross Blue Shield of Texas,ZGP7127932,2025-09-03,,,900-43-7229,
205984,Whitfield,Kwame,1959-02-24,MALE,kwame.whitfield@example.com,Aetna,W3597683,2023-02-01,,Contrast dye; Latex,900-16-1049,I10; J45.909
205985,Bergstrom,Piotr,1976-12-09,MALE,piotr.bergstrom@example.com,Aetna,W9919418,2023-03-05,,,900-96-4308,
205986,Halvorsen,Luz,1991-04-20,F,luz.halvorsen@example.com,BCBS TX,ZGP9106868,2024-04-26,,,900-75-1453,
205987,Sandoval,Nora,1961-07-11,Female,nora.sandoval@example.com,United Healthcare,93219704,2026-06-12,,Penicillin; Sulfa drugs,900-52-2253,
205988,Nguyen,Bjorn,1992-02-16,m,bjorn.nguyen@,Medicare,1EG44226156,2025-07-07,,,900-34-4814,
205989,Hollis,Beatriz,1968-02-09,f,beatriz.hollis@,Medicare,1EG47285565,2024-01-05,,Shellfish,900-94-4364,
205990,Delacroix,Ruben,1981-08-01,M,ruben.delacroix@mail.example.net,United Healthcare,99538799,2025-07-14,2026-03-08,Penicillin,900-78-9914,E11.9; I10
205991,Mbeki,Cordelia,1944-08-10,Female,cordelia.mbeki@mail.example.net,Medicare,1EG47042971,2025-08-10,,,900-73-3739,
205992,Yamada,Adriana,1961-08-18,F,adriana.yamada@example.com,United Healthcare,92975228,2024-04-19,2025-01-10,"Latex, Penicillin",900-53-5372,E11.9
205993,Bergstrom,Kwame,1986-08-06,M,kwame.bergstrom@example.com,United Healthcare,94410150,2023-08-23,,Penicillin,900-72-9471,
205994,Baptiste,Everett,1950-01-12,M,everett.baptiste@example.org,Blue Cross Blue Shield of Texas,ZGP6849180,2024-04-06,,Penicillin; Sulfa drugs,900-75-5176,I10
205995,Petrov,Anya,7/18/52,F,anya.petrov@example.com,United Healthcare,98394955,2023-02-20,2024-08-17,Shellfish,900-85-3705,E11.9; I10
205996,Fitzgerald,Anya,2022-11-09,F,anya.fitzgerald@example.com,Cigna,U4926544,2025-11-08,2025-08-17,Penicillin,900-84-8895,
205997,Sandoval,Ines,2000-01-25,Female,,Blue Cross Blue Shield of Texas,ZGP2406555,2025-07-09,,NKDA,900-81-9523,I10; J45.909
205998,Mbeki,Camila,1931-04-05,F,camila.mbeki@example.com,Blue Cross Blue Shield of Texas,ZGP4731456,2025-03-13,,Penicillin,,
205999,Ionescu,Haruki,1971-08-25,m,haruki.ionescu@example.com,Medicare,1EG45034201,2024-11-03,,NKDA,900-65-2004,
206000,Escobar,Rosa,1969-07-20,F,rosa.escobar@mail.example.net,United Healthcare,94662812,2024-11-18,2026-05-18,,900-30-5889,
206001,Aguilar,Piotr,7/22/76,U,piotr.aguilar@example.com,Aetna,W7424007,2023-06-25,,,900-30-3030,E11.9
206002,Nguyen,Alden,2006-02-08,MALE,,Blue Cross Blue Shield of Texas,ZGP6302675,2024-03-20,2026-09-06,Penicillin; Sulfa drugs,900-97-9303,E11.9
206003,Ionescu,Margot,1964-02-16,f,margot.ionescu@example.com,Medicare,1EG42450123,2024-05-03,,Shellfish,900-28-6628,I10
206004,Ramirez,Margot,1935-07-17,Female,margot.ramirez@mail.example.net,Blue Cross Blue Shield of Texas,ZGP3788616,2024-12-20,2025-04-25,,900-27-7716,E11.9
206005,Ionescu,Everett,1942-01-26,M,everett.ionescu@example.org,Blue Cross Blue Shield of Texas,ZGP6852296,2026-01-09,,,900-81-7339,I10; J45.909
206006,Petrov,Thanh,1960-06-17,Female,,Aetna,W6582989,2025-07-14,,Peanuts; Shellfish,900-25-4487,
206007,Ferreira,Bjorn,2001-01-04,m,bjorn.ferreira@example.com,Cigna,U3612175,2025-08-12,,Penicillin,900-96-7871,
206008,Aguilar,Piotr,1978-06-19,MALE,piotr.aguilar@mail.example.net,Blue Cross Blue Shield of Texas,ZGP3057286,2024-04-14,,NKDA,900-80-4777,J45.909
206009,Lindqvist,Alden,1937-03-25,MALE,,United Healthcare,95688322,2026-04-12,,NKDA,900-74-3047,E11.9; I10
206010,Nguyen,Alden,2007-03-16,M,,United Healthcare,97718548,2024-07-01,,,900-33-8105,
206011,Escobar,Cordelia,1949-08-18,F,cordelia.escobar@example.com,BCBS TX,ZGP6693574,2024-02-10,,,900-39-1902,
206012,Bergstrom,Everett,1999-12-18,M,everett.bergstrom@example.org,United Healthcare,96545239,2026-04-14,,NSAIDs; Peanuts,900-75-3749,E11.9; I10
206013,Vasquez,Everett,1979-02-28,M,,AETNA,W3914574,2023-02-26,,Penicillin; Peanuts; Latex,900-53-7500,
206014,Yamada,Piotr,1957-06-20,M,piotr.yamada@example.com,Blue Cross Blue Shield of Texas,ZGP2755948,2024-08-10,,Shellfish,900-70-8282,
206015,Lindqvist,Naledi,1991-07-02,f,naledi.lindqvist@example.org,Cigna,U9447951,2024-10-14,,,,
206016,Halvorsen,Elsa,12/18/19,F,elsa.halvorsen@example.com,United Healthcare,97987523,2024-08-17,,Sulfa drugs; NSAIDs,900-66-7542,I10
206017,Lindqvist,Naledi,1990-02-08,F,naledi.lindqvist@mail.example.net,Aetna,W7558610,2023-06-07,,Penicillin; Sulfa drugs,900-23-4888,I10
206018,Mbeki,Everett,1977-05-08,M,everett.mbeki@example.com,UHC,92047873,2024-10-20,,Penicillin,900-14-7720,E11.9
206019,Osei,Mateo,2007-01-27,MALE,mateo.osei@example.com,United Healthcare,96078008,2025-06-25,,Penicillin,900-79-5802,E11.9
206020,Delacroix,Haruki,1960-02-29,M,haruki.delacroix@example.com,Blue Cross Blue Shield of Texas,ZGP2163839,2023-07-07,,,900-27-5793,
206021,Mbeki,Adriana,2012-06-28,F,adriana.mbeki@example.com,Medicare,1EG45126628,2025-12-30,,NSAIDs; Peanuts,900-30-9820,E11.9
206022,Marchetti,Kwame,1949-10-05,M,kwame.marchetti@example.com,Medicare,1EG46261602,2026-04-05,,,,
206023,Thorne,Kwame,8/2/59,M,kwame.thorne@example.com,Medicare,1EG46899859,2023-08-29,,,900-79-8792,
206024,Ridley,Chidi,1999-06-27,M,chidi.ridley@example.com,Medicare,1EG44649222,2024-11-03,,Peanuts; Shellfish,900-24-1199,
206025,Whitfield,Thanh,1931-06-17,F,,Cigna,U7048437,2024-10-15,,,900-25-5341,
206026,Nguyen,Camila,3/29/45,F,,Cigna,U7728357,2023-06-21,2024-01-07,,,E11.9; I10
206027,Sandoval,Emile,1974-12-31,MALE,emile.sandoval@example.com,Blue Cross Blue Shield of Texas,ZGP9938355,2024-01-30,,NKDA,900-31-4260,E11.9
206028,Delacroix,Camila,1946-06-02,F,camila.delacroix@mail.example.net,Self Pay,,,,Peanuts; Shellfish,900-98-8847,J45.909
206029,Sandoval,Adriana,2017-12-07,F,adriana.sandoval@example.org,Humana,H7508687,2025-10-20,2027-10-27,"Latex, Penicillin",900-86-4250,I10
206030,Ionescu,Emile,2000-02-23,m,emile.ionescu@,Blue Cross Blue Shield of Texas,ZGP1770480,2025-01-21,,Contrast dye; Latex,900-12-2905,E11.9
206031,Yamada,Margot,1938-02-09,F,margot.yamada@mail.example.net,Blue Cross Blue Shield of Texas,ZGP5658981,2023-06-05,,Latex,900-55-6384,
206032,Kowalski,Thanh,1972-03-23,F,thanh.kowalski@example.com,Medicare,1EG43170470,2024-12-01,,"Latex, Penicillin",900-54-4919,I10; J45.909
206033,Baptiste,Chidi,2023-04-18,M,chidi.baptiste@example.com,United Healthcare,92445431,2024-05-17,2024-08-14,NKDA,900-99-1594,I10
206034,Moreau,Mateo,9/6/93,M,mateo.moreau@example.org,United Healthcare,94106395,2025-06-12,,NKDA,900-83-1570,J45.909
206035,Whitfield,Mateo,1958-01-11,M,mateo.whitfield@example.com,Aetna,W4859024,2026-06-18,,,900-73-5509,
206036,Moreau,Anya,1952-10-25,F,anya.moreau@example.org,UHC,91128948,2026-05-30,2027-08-31,Shellfish,900-30-2309,E11.9; I10; J45.909
206037,Bergstrom,Ruben,1987-05-17,M,ruben.bergstrom@example.com,Blue Cross Blue Shield of Texas,ZGP4020509,2024-08-29,,,,
206038,Nguyen,Margot,1957-03-16,F,margot.nguyen@mail.example.net,Aetna,W2930021,2026-02-09,,Latex,900-63-2223,E11.9; I10
206039,Moreau,Ruben,1971-04-10,MALE,ruben.moreau@mail.example.net,Cigna,U7698687,2025-07-09,2026-09-04,Contrast dye; Latex,900-21-1619,
206040,Thorne,Kwame,1939-09-07,M,kwame.thorne@example.com,Aetna,W9286180,2024-02-25,2025-02-08,Penicillin; Sulfa drugs,900-27-8355,E11.9; I10
206041,Kowalski,Adriana,1955-11-09,f,adriana.kowalski@example.com,Cigna,U2305668,2026-03-16,2027-02-02,NKDA,900-38-6196,J45.909
206042,Aguilar,Luz,12/13/73,Non-binary,luz.aguilar@example.com,Blue Cross Blue Shield of Texas,ZGP6689754,2023-03-12,,NSAIDs; Peanuts,900-70-4734,I10; J45.909
206043,Ridley,Cordelia,2003-04-20,F,cordelia.ridley@example.com,Aetna,W8605921,2024-12-01,,,900-56-9517,
206044,Whitfield,Vera,1970-12-04,Female,,UHC,96430226,2024-08-17,,Penicillin; Peanuts; Latex,900-89-9885,E11.9
206045,Achebe,Ximena,2009-08-18,f,ximena.achebe@example.com,United Healthcare,98488586,2026-04-11,,,,E11.9; I10
206046,Novotny,Anya,1964-03-11,F,anya.novotny@example.com,BCBS TX,ZGP3054476,2024-10-10,,Shellfish,900-13-3642,E11.9
206047,Baptiste,Femi,1988-11-17,M,femi.baptiste@mail.example.net,Humana,H8349783,2024-11-07,2026-07-12,NKDA,900-61-1891,J45.909
206048,Nguyen,Beatriz,1956-08-21,Female,beatriz.nguyen@mail.example.net,Blue Cross Blue Shield of Texas,ZGP9886803,2025-05-02,2027-03-06,,900-91-4462,
206049,Lindqvist,Alden,1972-11-20,MALE,alden.lindqvist@example.com,Humana,H6714224,2025-07-29,,,,
206050,Moreau,Emile,1964-11-09,MALE,,Humana,H2411219,2023-04-08,,Sulfa drugs; NSAIDs,900-28-1242,I10; J45.909
206051,Nguyen,Haruki,1957-08-18,M,haruki.nguyen@example.com,Cigna,U5396404,2025-07-20,,Peanuts; Shellfish,900-10-3229,I10
206052,Yamada,Luz,1984-03-17,F,luz.yamada@example.com,Medicare,1EG43386724,2024-12-25,,,900-56-5145,J45.909
206053,Moreau,Camila,1945-08-17,F,camila.moreau@example.com,AETNA,W9072888,2023-11-27,,,900-94-2721,E11.9; I10
206054,Mbeki,Rosa,2007-07-14,F,rosa.mbeki@example.org,Humana,H1542918,2024-12-17,2025-04-28,NKDA,900-40-6611,J45.909
206055,Yamada,Femi,2016-11-24,M,femi.yamada@example.com,Aetna,W7494276,2024-03-30,,,,I10
206056,Moreau,Everett,11/11/19,M,everett.moreau@example.org,Humana,H7152519,2025-10-22,,Penicillin,900-55-8877,I10
206057,Halvorsen,Wendell,1965-04-18,M,wendell.halvorsen@example.com,Self Pay,,,,"Latex, Penicillin",,E11.9; I10; J45.909
206058,Delacroix,Emile,2020-11-07,m,emile.delacroix@example.org,Aetna,W4175293,2023-10-17,,Peanuts; Shellfish,900-27-2622,E11.9
206059,Yamada,Beatriz,1958-03-23,F,beatriz.yamada@example.org,United Healthcare,93701799,2025-01-23,,,900-72-9406,E11.9; I10
206060,Castellanos,Naledi,1934-07-02,F,naledi.castellanos@example.com,United Healthcare,92619206,2024-05-27,2022-08-12,Sulfa drugs; NSAIDs,900-39-6678,
206061,Baptiste,Bjorn,11/29/73,MALE,bjorn.baptiste@example.com,Blue Cross Blue Shield of Texas,ZGP1842604,2025-07-17,,Penicillin,900-62-1400,J45.909
206062,Whitfield,Haruki,2005-02-07,MALE,haruki.whitfield@example.com,Humana,H3566963,2024-10-03,,NKDA,900-77-5546,E11.9
206063,Ramirez,Kwame,2/26/15,M,,BCBS TX,ZGP9733591,2024-11-14,,NSAIDs; Peanuts,900-41-7780,J45.909
206064,Bergstrom,Beatriz,2015-06-20,Female,beatriz.bergstrom@example.com,Humana,H1324703,2026-02-25,,NKDA,900-38-2062,
206065,Thorne,Giulia,2004-08-19,F,giulia.thorne@example.com,BCBS TX,ZGP3399851,2024-10-07,,NKDA,900-30-5081,E11.9
206066,Hollis,Thanh,7/18/56,F,thanh.hollis@,BCBS TX,ZGP2268522,2023-08-29,,,900-24-4139,
206067,Fitzgerald,Emile,1942-09-27,MALE,emile.fitzgerald@example.com,Blue Cross Blue Shield of Texas,ZGP8069934,2026-03-02,,NSAIDs; Peanuts,900-52-6546,I10
206068,Ferreira,Wendell,1995-04-12,M,wendell.ferreira@example.org,Blue Cross Blue Shield of Texas,ZGP2640786,2024-12-20,,Latex,900-15-6140,
206069,Ridley,Piotr,1934-09-06,U,piotr.ridley@mail.example.net,BCBS TX,ZGP6157771,2025-01-25,,NKDA,900-98-8425,E11.9
206070,Moreau,Adriana,2012-11-11,F,adriana.moreau@mail.example.net,Cigna,U8762884,2024-09-18,2024-04-02,Sulfa drugs; NSAIDs,,
206071,Whitfield,Cordelia,1982-02-19,f,cordelia.whitfield@example.com,BCBS TX,ZGP8161852,2023-02-25,2021-05-14,,900-30-6481,E11.9; I10
206072,Novotny,Vera,2005-10-11,F,vera.novotny@mail.example.net,Cigna,U6752523,2026-01-26,,"Latex, Penicillin",900-91-3134,
206073,Baptiste,Naledi,1982-09-26,F,naledi.baptiste@,Medicare,1EG42918743,2024-09-09,2025-10-01,NKDA,900-80-1123,I10
206074,Mbeki,Luz,1989-05-18,F,luz.mbeki@example.com,Blue Cross Blue Shield of Texas,ZGP3448061,2023-10-11,,Latex,900-85-1198,E11.9
206075,Petrov,Ruben,1958-12-29,M,ruben.petrov@example.com,Humana,H6653278,2023-10-29,,NSAIDs; Peanuts,900-16-1599,I10
206076,Moreau,Vera,2017-04-13,Female,,Self Pay,,,,,900-74-9445,E11.9; I10; J45.909
206077,Kowalski,Adriana,1998-09-24,Female,adriana.kowalski@example.com,Aetna,W4253147,2024-05-15,2025-03-31,NKDA,900-64-1509,I10
206078,Osei,Alden,1999-03-02,M,alden.osei@example.com,Aetna,W5105814,2023-09-08,,,900-57-9681,I10
206079,Moreau,Ruben,1944-12-13,M,ruben.moreau@example.com,Blue Cross Blue Shield of Texas,ZGP5870341,2023-02-01,,Penicillin; Sulfa drugs,900-60-3724,
206080,Petrov,Giulia,1936-02-22,F,giulia.petrov@mail.example.net,BCBS TX,ZGP5558803,2023-12-16,,NKDA,900-64-8021,J45.909
206081,Aguilar,Emile,1977-12-20,m,,Blue Cross Blue Shield of Texas,ZGP7581038,2026-06-05,,,900-99-4233,
206082,Petrov,Julien,1940-04-16,M,julien.petrov@example.com,Humana,H4248102,2024-12-02,,NSAIDs; Peanuts,900-90-3129,
206083,Whitfield,Emile,2015-09-17,M,emile.whitfield@example.com,Medicare,1EG46868956,2023-03-14,,Shellfish,900-89-3483,I10
206084,Kowalski,Nora,1934-09-26,F,nora.kowalski@example.com,United Healthcare,94904246,2024-06-21,,Contrast dye; Latex,,
206085,Whitfield,Thanh,1983-03-14,F,thanh.whitfield@example.org,Aetna,W7109558,2024-11-05,,PCN,,
206086,Vasquez,Emile,2002-11-01,M,emile.vasquez@example.org,Blue Cross Blue Shield of Texas,ZGP3089998,2023-11-30,2026-01-12,,,
206087,Moreau,Ruben,2012-11-25,m,,Blue Cross Blue Shield of Texas,ZGP9630314,2023-06-27,,Latex,900-61-7044,I10
206088,Fitzgerald,Vera,1939-10-07,F,vera.fitzgerald@example.com,United Healthcare,98554616,2025-01-27,,,900-22-3914,E11.9; I10
206089,Alvarez,Cordelia,1954-12-22,F,cordelia.alvarez@example.org,Aetna,W1780265,2025-01-23,,,900-99-9284,
206090,Castellanos,Camila,1945-05-08,F,camila.castellanos@example.com,Blue Cross Blue Shield of Texas,ZGP4766149,2025-04-18,,,900-81-9753,
206091,Achebe,Margot,1997-07-12,F,margot.achebe@example.com,United Healthcare,95906631,2025-10-03,,,,I10
206092,Lindqvist,Kwame,9/25/57,M,kwame.lindqvist@mail.example.net,Medicare,1EG47634392,2023-09-06,,,900-69-4769,E11.9
206093,Kowalski,Alden,1986-12-27,M,alden.kowalski@mail.example.net,Blue Cross Blue Shield of Texas,ZGP7438982,2023-01-13,,Latex,900-40-9349,I10
206094,Marchetti,Nora,1936-08-19,F,nora.marchetti@,Self Pay,,,,,900-46-6837,
206095,Delacroix,Luz,2001-11-03,F,,AETNA,W4962136,2024-02-14,,Shellfish,900-16-5019,
206096,Thorne,Julien,2015-03-06,m,julien.thorne@example.com,Medicare,1EG41123404,2025-03-26,,Shellfish,900-68-5046,E11.9
206097,Aguilar,Haruki,1955-01-01,M,haruki.aguilar@mail.example.net,United Healthcare,97244149,2025-10-31,2026-04-17,Shellfish,900-88-3598,E11.9
206098,Moreau,Chidi,1947-06-29,M,chidi.moreau@example.com,UHC,96387138,2024-02-29,,Penicillin; Sulfa drugs,900-65-5681,I10
206099,Novotny,Alden,7/22/20,M,,Medicare,1EG43411757,2025-08-23,,Penicillin; Sulfa drugs,900-94-7265,E11.9; I10; J45.909
206100,Kowalski,Vera,1986-08-21,F,vera.kowalski@mail.example.net,Humana,H6625460,2024-04-23,,Penicillin; Peanuts; Latex,900-47-9124,
206101,Lindqvist,Anya,2017-06-21,F,anya.lindqvist@example.com,Blue Cross Blue Shield of Texas,ZGP1351218,2023-11-14,,Latex,900-99-3296,I10
206102,Ramirez,Nora,1934-05-16,F,nora.ramirez@example.com,AETNA,W1150722,2025-02-26,,NKDA,900-16-8434,I10
206103,Castellanos,Mateo,2001-08-03,M,mateo.castellanos@example.com,Medicare,1EG44372437,2026-03-17,,Peanuts; Shellfish,,E11.9; I10
206104,Halvorsen,Ruben,1988-08-17,M,ruben.halvorsen@example.org,Medicare,1EG45595272,2023-03-20,,Penicillin; Peanuts; Latex,900-41-4683,E11.9; I10
206105,Delacroix,Beatriz,2003-02-07,F,beatriz.delacroix@example.com,BCBS TX,ZGP1926701,2026-03-28,,Penicillin; Peanuts; Latex,900-35-7939,I10
206106,Petrov,Naledi,1991-07-01,F,,Self Pay,,,,Penicillin,900-22-4771,
206107,Nguyen,Giulia,1931-05-24,F,giulia.nguyen@example.com,BCBS TX,ZGP9888850,2023-03-09,,NKDA,900-64-1514,E11.9; I10
206108,Ramirez,Cordelia,1994-10-03,F,,United Healthcare,91207197,2024-10-06,,,900-56-4620,
206109,Escobar,Anya,1969-01-20,F,,UHC,99022811,2024-04-11,,PCN,900-80-5993,I10; J45.909
206110,Aguilar,Margot,1967-12-17,F,margot.aguilar@example.com,Blue Cross Blue Shield of Texas,ZGP4887128,2025-01-04,,NKDA,900-82-2071,I10
206111,Ramirez,Elsa,1951-02-24,F,elsa.ramirez@example.org,Cigna,U9473792,2025-04-26,,,900-77-5306,
206112,Nguyen,Beatriz,1932-11-12,F,,Aetna,W5340965,2026-01-27,,NKDA,900-27-5779,
206113,Ridley,Mateo,1997-10-27,M,,Self Pay,,,,Penicillin; Sulfa drugs,900-72-3829,I10
206114,Lindqvist,Nora,6/1/98,f,nora.lindqvist@mail.example.net,Cigna,U9716219,2025-08-02,,PCN,900-56-5990,J45.909
206115,Thorne,Chidi,1993-09-28,M,chidi.thorne@example.com,BCBS TX,ZGP6817655,2025-12-25,2028-03-23,,900-53-3637,E11.9; I10; J45.909
206116,Achebe,Kwame,1999-03-22,m,kwame.achebe@mail.example.net,BCBS TX,ZGP6769332,2023-02-09,,NKDA,900-52-7658,I10
206117,Aguilar,Ines,2000-04-18,F,ines.aguilar@mail.example.net,Medicare,1EG42692802,2023-04-02,,Peanuts; Shellfish,,J45.909
206118,Yamada,Margot,2004-12-04,F,margot.yamada@example.org,UHC,91622419,2023-03-29,,"Latex, Penicillin",900-28-5679,I10
206119,Thorne,Rosa,1966-09-10,F,rosa.thorne@mail.example.net,AETNA,W6519500,2023-02-17,,NKDA,900-66-4247,
206120,Sandoval,Adriana,2010-09-15,Female,adriana.sandoval@example.org,Medicare,1EG43825275,2026-05-29,,Penicillin,900-51-3815,I10
206121,Ionescu,Margot,1997-03-27,F,margot.ionescu@mail.example.net,UHC,97998813,2024-03-01,2021-12-28,Latex,900-54-5681,
206122,Hollis,Wendell,2007-05-14,M,wendell.hollis@example.org,Cigna,U7386468,2024-11-29,,Penicillin; Sulfa drugs,900-43-8020,E11.9
206123,Castellanos,Rosa,2006-08-23,F,rosa.castellanos@mail.example.net,Aetna,W1586935,2025-05-03,,PCN,,E11.9; I10; J45.909
206124,Delacroix,Everett,2022-03-29,M,,AETNA,W4321188,2025-07-05,,,900-97-6361,E11.9
206125,Alvarez,Margot,1986-05-10,F,margot.alvarez@mail.example.net,Aetna,W3150806,2023-04-23,,,900-43-4974,E11.9
206126,Sandoval,Alden,1961-12-19,MALE,alden.sandoval@example.com,United Healthcare,94266829,2025-11-06,,,900-48-1210,E11.9; I10
206127,Sandoval,Camila,2012-09-15,F,camila.sandoval@example.com,Cigna,U4866558,2025-04-12,,,900-22-3310,I10
206128,Ridley,Giulia,2022-09-23,F,,Blue Cross Blue Shield of Texas,ZGP6260898,2024-02-05,,Peanuts; Shellfish,900-77-9854,J45.909
206129,Petrov,Haruki,1958-03-20,M,haruki.petrov@example.org,Aetna,W5514699,2024-07-06,,,900-91-5698,E11.9
206130,Kowalski,Luz,1935-08-26,F,luz.kowalski@example.com,Cigna,U6260718,2023-05-17,,Penicillin,900-57-4529,I10
