Policy Number,Trans Code,Trans Date,Policy Eff Date,Policy Exp Date,LOB Code,Policy Holder Name,Carrier,Bill Type,Premium,Comm Percent,Comm Amount,Producer Code
NS-205061,NBS,2025-04-04,2025-04-12,2026-04-12,Homeowners,Desmond Aldridge,NORTHGATE SPEC,DB,2553.36,15%,383,MCL-01
SFM56594751,N/B,2025-04-04,2025-04-20,2025-10-19,HOME,Josefa Adeyemi,Stanwick Fire & Marine,A,3212.65,15,481.9,MCL-01
AM-84631931,NEW,2025-04-05,2025-04-17,2026-04-17,GL,"Bramble Printing, LLC",ARDSLEY MUTUAL INS CO,D,46836.24,15,"$7,025.44",MCL-01
AM-15965504,RWL,2025-04-05,2025-04-19,2025-10-18,PAUTO,Freya Petrakis,Ardsley Mutual,D,2862.47,15,429.37,GBY-22
KC1153023,PCH,2025-04-05,2025-04-03,2025-08-08,Commercial Auto,"Halvorsen Landscaping, Co",KEMWOOD CAS,D,5604.82,12,$672.58,HFN-11
KC2476920,RWL,2025-04-05,2025-04-11,2026-04-11,PROP,"Trask Produce, LLC",Kemwood Casualty,A,83567.56,15,12535.13,HFN-11
PI-7398808,PCH,2025-04-06,04/04/2025,08/19/2025,PAUTO,Josefa Thorne,PELHAM IND,Direct Bill,631.72,15,94.76,MCL-15
SFM28951148,END,2025-04-08,2025-04-01,,Personal Auto,Vidal Lindgren,STANWICK F&M,Direct,174.81,15,26.22,GBY-06
KC6821968,N/B,2025-04-10,2025-04-28,2026-04-28,UMBR,"Rennick Welding, Inc",Kemwood,Agency Bill,"$34,962.60",15,5244.39,GBY-06
VN323242602,Policy Change,2025-04-10,2025-04-04,2025-05-22,GL,"Calloway Produce, LLC",Valebrook National,AB,1723.45,0.2,$344.69,MCL-15
KC7844848,Endorsement,2025-04-10,04/04/2025,2026-02-16,Personal Auto,Priya Sandoval,Kemwood,Direct Bill,270.93,10%,$27.09,
VN252744419,END,2025-04-11,2025-04-05,,Work Comp,Fairweather Cabinetry,Valebrook National,Direct Bill,"-3,325.26",20,-665.05,MCL-15
NS-480218,Renewal,2025-04-12,2025-04-24,2026-04-24,Comm Umbrella,"Calloway Haulage, LLC",Northgate Specialty,DB,2102.87,12.5,262.86,MCL-01
NS-264136,RWL,2025-04-12,2025-04-23,2026-04-23,GL,"Boyne Millwork, Ltd",Northgate Specialty,DIRECT BILL,50564.69,15%,7584.7,GBY-22
KC5748540,Endorsement,2025-04-12,2025-04-04,2025-07-30,Personal Auto,Terrence Aldridge,KEMWOOD CAS,D,-125.25,15,-18.79,
NS-851871,PCH,2025-04-13,2025-04-11,,Work Comp,"Ashby Haulage, LLC",NORTHGATE SPEC,A,2850.35,10,$285.04,TRW-08
KC7435476,Endorsement,2025-04-14,2025-04-05,09/15/2025,Commercial Auto,"Dupree Excavating, Co",Kemwood Casualty,A,5114.3,12,$613.72,TRW-02
SFM28951148,Policy Change,2025-04-14,2025-04-14,2025-08-18,PAUTO,Vidal Lindgren,Stanwick F & M,D,-42.71,15,-6.41,GBY-06
VN270793491,RWL,2025-04-15,2025-04-25,2025-10-24,HO3,Rutger Falkenrath,Valebrook National,Agency Bill,3711.3,12,445.36,TRW-02
SFM81229216,PCH,2025-04-15,04/13/2025,2026-03-02,GL,"Ashby Roofing, Corp",STANWICK F&M,A,"$11,921.16",10,"$1,192.12",GBY-22
AM-02158373,PCH,2025-04-15,2025-04-08,,Comm Prop,TOLLIVER CONTRACTING LLC,Ardsley Mut,D,3566.27,10,$356.63,TRW-02
PI-3623902,Renewal,2025-04-15,2025-04-25,2026-04-25,Auto,"Halvorsen Excavating, Inc",Pelham Indemnity,Direct Bill,"$76,378.25",20,15275.65,
PI-0821547,PCH,2025-04-16,2025-04-14,2026-03-04,WORK,"Bramble Dairy, Corp",PELHAM IND,DB,$372.93,15,55.94,
SFM53473615,New Business,2025-04-16,2025-04-27,04/27/2026,General Liability,"Trask Millwork, Corp",Stanwick Fire and Marine,A,66613.97,0.12,7993.68,TRW-08
SFM54635331,PCH,2025-04-16,2025-04-16,,Personal Auto,Adaeze Sandoval,STANWICK F&M,Direct,-353.75,12,-42.45,HFN-04
PI-5590287,PCH,2025-04-17,2025-04-17,05/29/2025,CPROP,"Nyquist Freight, Ltd",PELHAM IND,Agency,348.03,10,34.8,TRW-02
KC9408633,Endorsement,2025-04-17,2025-04-13,2025-11-01,WORK,"Ostrander Roofing, Co",Kemwood Casualty Co,DB,7151.02,10,$715.10,HFN-04
PI-4519744,XLC,2025-04-17,2025-04-12,,Comm Auto,"Tolliver Printing, LLC",Pelham Ind.,Direct,-12705.76,10,-1270.58,TRW-02
SFM27603205,Renewal,2025-04-18,2025-05-02,2026-05-02,Auto,Terrence Okonkwo,STANWICK F&M,A,1050.16,17.5,183.78,TRW-08
NS-075585,REI,2025-04-18,2025-04-25,2025-08-06,WC,"Boyne Plumbing & Heating, Co",Northgate Specialty Lines,DIRECT BILL,5958.5,0.12,$715.02,HFN-11
NS-905276,New Business,2025-04-18,05/01/2025,2026-05-01,Auto,"Standish Foundry, Inc",NORTHGATE SPEC,Direct,35218.46,15,5282.77,GBY-06
KC1395356,Renewal,2025-04-20,2025-05-08,2026-05-08,Commercial Auto,DUPREE PRINTING,Kemwood Casualty,Agency Bill,31630.78,,4744.62,HFN-04
AM-20153118,PCH,2025-04-20,2025-04-12,2025-06-03,Auto,Priya Wojcik,ardsley mutual,A,169.61,10,$16.96,
AM-22493265,REI,2025-04-20,2025-04-12,2025-04-20,CAUTO,"Calloway Fabrication, Ltd",Ardsley Mutual,Direct Bill,$191.10,,28.67,
NS-893231,New Business,2025-04-21,05/09/2025,2026-05-09,Commercial Auto,"Wexler Excavating, Co",Northgate Specialty,DIRECT BILL,"$66,635.99",10,6663.6,HFN-04
SFM22128484,PCH,2025-04-21,2025-04-20,2025-09-10,Work Comp,"Trask Welding, Corp",Stanwick F & M,Agency,-5389.12,15,-$808.37,HFN-04
KC4758763,Renewal,2025-04-24,2025-04-26,2026-04-26,Commercial Property,ASHBY MILLWORK LLC,Kemwood Casualty,A,65028.97,.15,"9,754.35",GBY-06
VN504130257,NBS,2025-04-25,2025-04-26,04/26/2026,CAUTO,"Delacroix Contracting, Corp",Valebrook National,Agency Bill,"$36,983.86",15,"$5,547.58",MCL-15
KC4057722,Cancel,2025-04-26,04/23/2025,,Commercial Property,"Nyquist Excavating, Co",Kemwood,Agency Bill,-10543.79,20,"-2,108.76",TRW-08
AM-63984602,Policy Change,2025-04-26,2025-04-23,,HOME,"Vasquez, Yolanda",ARDSLEY MUTUAL INS CO,Direct,182.99,0.2,$36.60,TRW-08
VN689573132,Endorsement,2025-04-27,2025-04-18,,BAUTO,"Arbogast Welding, Corp",Valebrook National,Direct Bill,996.55,12,119.59,MCL-15
VN172181737,NBS,2025-04-27,2025-05-15,2026-05-15,WC,"Halvorsen Excavating, LLC",Valebrook National,AGENCY BILL,70390.11,0.2,"14,078.02",GBY-22
KC3328306,Premium Audit,2025-04-28,2025-02-20,,Work Comp,"Renfro Excavating, LLC",Kemwood Casualty,Direct,"9,829.60",10,$982.96,
SFM59163534,endorsement,2025-04-28,2025-04-24,2026-03-23,GL,"Renfro Fabrication, Ltd",Stanwick F & M,AB,-5831.71,12.5,-728.96,GBY-06
KC0520981,END,2025-04-28,2025-04-26,,Work Comp,"Dupree Plumbing & Heating, LLC",Kemwood Casualty Co,AGENCY BILL,$152.50,,15.25,MCL-01
VN860746249,RWL,2025-04-30,2025-05-04,05/04/2026,Comm Prop,"Wexler Dairy, Corp",Valebrook National,AB,33859.42,15,5078.91,MCL-15
SFM09663635,PCH,2025-04-30,2025-04-22,2025-05-21,BAUTO,"Ferraro Electrical, Inc",Stanwick Fire and Marine,Agency Bill,2782.83,12,333.94,
SFM97075609,Renewal,2025-05-01,2025-05-14,2026-05-14,PAUTO,Rutger Thorne,Stanwick Fire & Marine,Agency Bill,1493.32,0.175,261.33,
VN071133188,Policy Change,2025-05-02,2025-04-29,2026-02-15,GL,Standish Electrical,VALEBROOK NATL,Agency Bill,"6,636.81",17.5,1161.44,TRW-08
KC6265587,New Business,2025-05-02,2025-05-05,2026-05-05,BAUTO,"Kessler Millwork, Co",Kemwood Casualty,Agency Bill,27950.09,12,"3,354.01",MCL-15
PI-6205277,NBS,2025-05-02,2025-05-16,2025-11-14,Auto,"Thorne, Marguerite",Pelham Ind.,D,827.44,17.5,144.80,GBY-22
VN377092888,NBS,2025-05-02,2025-05-18,2026-05-18,WORK,"Lindqvist Foundry, LLC",Valebrook National,Direct Bill,41369.27,15,6205.39,TRW-02
KC1176024,Renewal,2025-05-02,2025-05-06,2026-05-06,General Liability,"Trask Printing, Inc",Kemwood Casualty,Direct Bill,33058.41,15,"$4,958.76",MCL-15
PI-9544507,PCH,2025-05-02,04/23/2025,2026-03-01,Personal Auto,Freya Wojcik,Pelham Ind.,Direct Bill,222.02,20,44.4,TRW-02
KC0099920,New Business,2025-05-03,2025-05-13,2026-05-13,BAUTO,"Lindqvist Printing, Inc",Kemwood Casualty,D,29512.29,15,4426.84,GBY-06
SFM61318921,NBS,2025-05-03,2025-05-06,2026-05-06,Comm Prop,"Bramble Fabrication, Inc",Stanwick Fire & Marine,A,"$56,675.48",0.1,5667.55,TRW-02
AM-80594509,N/B,2025-05-04,2025-05-06,2026-05-06,BAUTO,"Delacroix Contracting, LLC",Ardsley Mutual,Direct Bill,68472.83,17.5,"11,982.75",TRW-08
VN921739236,END,2025-05-04,2025-04-25,11/25/2025,WC,"Petrossian Contracting, Corp",VALEBROOK NATL,DIRECT BILL,12095.19,10,"$1,209.52",MCL-01
NS-362057,NBS,2025-05-05,05/10/2025,2026-05-10,BAUTO,"Arbogast Bakery, Co",NORTHGATE SPEC,A,18190.44,17.5,"$3,183.33",TRW-02
AM-26476365,RWL,2025-05-05,2025-05-07,05/07/2026,HOME,Noor Vasquez,ARDSLEY MUTUAL INS CO,AGENCY BILL,"$1,051.96",17.5,184.09,GBY-22
NS-474445,RWL,2025-05-05,2025-05-23,2026-05-23,Comm Prop,"Nyquist Machine Works, LLC",Northgate Specialty,A,22402.12,.175,3920.37,
NS-776192,PCH,2025-05-05,04/30/2025,,GL,"Ostrander Welding, LLC",Northgate Specialty,AB,"3,370.58",15,505.59,MCL-15
KC2290055,Renewal,2025-05-06,2025-05-16,11/14/2025,Auto,Freya Aldridge,Kemwood,Direct Bill,2672.22,17.5,467.64,TRW-02
AM-84631931,endorsement,2025-05-06,2025-05-01,,Gen Liab,BRAMBLE PRINTING LLC,Ardsley Mutual,D,"6,269.60",15,940.44,MCL-01
VN323242602,Renew,2025-05-06,05/22/2025,2026-05-22,Gen Liab,"Calloway Produce, LLC",Valebrook National,Agency,49976.48,20,9995.3,MCL-15
VN269718219,RWL,2025-05-06,2025-05-24,2026-05-24,Personal Auto,Adaeze Adeyemi,Valebrook National,Agency Bill,"$2,369.97",0.15,355.5,TRW-08
KC9425453,Policy Change,2025-05-06,2025-04-27,2025-09-19,GL,"Wexler Contracting, Ltd",Kemwood,Direct Bill,"$1,580.76",10,158.08,GBY-06
VN421218214,XLC,2025-05-07,2025-04-29,,PPA,Bartholomew Rasmussen,Valebrook National,D,-$651.89,12.5,-$81.49,HFN-11
KC3050058,NBS,2025-05-07,2025-05-09,2026-05-09,Commercial Property,"Ostrander Dairy, Inc",KEMWOOD CAS,D,44779.62,12,5373.55,GBY-22
NS-795288,PAB,2025-05-07,01/14/2025,,Workers Comp,Dupree Excavating,NORTHGATE SPEC,D,-12541.29,,-1504.95,HFN-04
VN802032265,END,2025-05-07,2025-05-02,2025-06-20,General Liability,"Petrossian Electrical, Inc",VALEBROOK NATL,Agency Bill,420,15,63,GBY-06
VN986516051,NEW,2025-05-07,2025-05-23,2026-05-23,Workers Comp,"Ferraro Haulage, LLC",Valebrook,Agency,68638.88,15,10295.83,GBY-22
VN478126535,Policy Change,2025-05-08,2025-05-05,,PAUTO,Osman Oyelaran,Ardsley Mut,A,-653.25,10,-65.32,HFN-11
NS-066294,PCH,2025-05-08,2025-05-07,,HO3,Freya Aldridge,Northgate Specialty,AB,-$303.61,15,-$45.54,GBY-06
SFM71459312,RWL,2025-05-08,05/19/2025,2026-05-19,UMBR,Tolliver Electrical,Stanwick Fire & Marine,A,52577.35,12.5,6572.17,MCL-15
VN228262828,Audit,2025-05-09,2025-04-02,,WORK,"Halvorsen Excavating, Inc",VALEBROOK NATL,Direct Bill,-7079.43,.175,-1238.9,HFN-04
AM-83900656,RWL,2025-05-10,05/27/2025,2026-05-27,WC,"Rennick Roofing, Corp",ARDSLEY MUTUAL INS CO,A,"13,075.26",12,"$1,569.03",MCL-15
PI-7809435,New Business,2025-05-10,2025-05-25,2026-05-25,Workers Comp,"Ostrander Cabinetry, Ltd",Pelham Indemnity Group,Agency Bill,"26,785.41",20,"$5,357.08",
KC6081013,RWL,2025-05-10,2025-05-25,2026-05-25,Commercial Auto,"Rennick Roofing, LLC",Kemwood Casualty,Direct,9232.4,0.175,1615.67,HFN-04
NS-682103,New Business,2025-05-11,2025-05-15,2026-05-15,Comm Umbrella,UNDERHILL BAKERY INC,NORTHGATE SPEC,AGENCY BILL,"57,654.79",0.15,"8,648.22",TRW-08
VN252744419,PCH,2025-05-11,2025-05-06,,Workers Comp,Fairweather Cabinetry,Valebrook,DB,-1845.45,20,-$369.09,MCL-15
VN863676797,CAN,2025-05-11,2025-05-09,,PROP,"Marchetti Welding, LLC",Valebrook,A,-36553.06,10,-3655.31,HFN-04
NS-480572,Endorsement,2025-05-11,2025-05-05,2026-02-13,HO3,Beatriz Petrakis,NORTHGATE SPEC,Direct Bill,414.34,17.5,72.51,TRW-02
SFM32516822,PCH,2025-05-11,05/10/2025,,CGL,"Calloway Haulage, Corp",Stanwick Fire & Marine,DB,"$6,564.29",10,$656.43,HFN-11
SFM63255703,NBS,2025-05-14,2025-05-27,05/27/2026,Comm Auto,"Trask Roofing, Corp",STANWICK F&M,AGENCY BILL,55171,0.125,"$6,896.38",MCL-15
NS-680989,REN,2025-05-14,2025-05-19,05/19/2026,Homeowners,"Castellanos, Priya",NORTHGATE SPEC,DIRECT BILL,"3,337.49",12,$400.50,TRW-08
SFM06043624,Endorsement,2025-05-15,2025-05-09,2026-03-15,WC,"Kessler Printing, Corp",STANWICK F&M,DB,"-$1,678.67",15,-251.8,MCL-15
VN117189056,New Business,2025-05-15,2025-05-21,2026-05-21,CGL,"Dupree Freight, Ltd",Valebrook National,D,11707.02,10,1170.7,TRW-02
VN424934862,Endorsement,2025-05-15,2025-05-11,,Commercial Property,"Ashby Freight, Corp",VALEBROOK NATL,Direct Bill,4645.01,.15,696.75,MCL-01
SFM60462661,Renewal,2025-05-15,2025-06-02,2026-06-02,PPA,Amara Castellanos,Stanwick F & M,Direct Bill,"2,525.10",0.12,303.01,TRW-08
SFM51027869,Endorsement,2025-05-16,2025-05-14,2026-02-15,CGL,"Trask Bakery, LLC",Stanwick F & M,DB,"2,447.73",.175,428.35,TRW-02
PI-9685329,END,2025-05-16,2025-05-14,,CGL,"Dupree Fabrication, LLC",Pelham Indemnity,AGENCY BILL,107.56,0.1,10.76,TRW-08
SFM86423846,Renewal,2025-05-16,05/27/2025,2026-05-27,HOME,Osman Castellanos,Stanwick Fire & Marine,D,1873.32,20,374.66,MCL-01
PI-1726057,PCH,2025-05-17,2025-05-11,,GL,DUPREE CONTRACTING,Pelham Ind.,A,-5370.73,12,-644.49,
VN384144632,PCH,2025-05-18,2025-05-09,,Commercial Auto,"Delacroix Bakery, Corp",Valebrook National,Agency Bill,-1714.85,,-205.78,HFN-04
NS-564479,PCH,2025-05-19,2025-05-16,2025-06-23,HO3,Ingrid Novotny,Northgate Specialty Lines,A,-47,20,-9.4,GBY-22
VN894442528,PCH,2025-05-19,2025-05-19,2026-02-09,WORK,"Halvorsen Dairy, LLC",Valebrook National,DB,"-8,333.14",15,"-$1,249.97",TRW-02
SFM43975110,RWL,2025-05-19,2025-06-01,2026-06-01,CGL,"Underhill Auto Body, LLC",Stanwick Fire and Marine,Direct,47114.98,10,4711.5,TRW-08
NS-034052,NBS,2025-05-19,05/20/2025,2026-05-20,UMBR,"Ostrander Produce, Co",Northgate Specialty,Agency,"35,584.47",12,4270.14,TRW-08
PI-5590287,RWL,2025-05-20,2025-05-29,2026-05-29,Commercial Property,"Nyquist Freight, Ltd",PELHAM IND,A,15224.88,10,1522.49,
AM-73108372,NBS,2025-05-20,2025-06-03,2026-06-03,Comm Prop,"Delacroix Produce, Inc",Ardsley Mut,A,12610.73,15,"$1,891.61",TRW-02
KC2476920,Endorsement,2025-05-20,05/18/2025,2026-04-11,PROP,"Trask Produce, LLC",Kemwood Casualty Co,Agency Bill,"14,761.69",15,"$2,214.25",HFN-11
PI-5164471,New Business,2025-05-21,2025-06-04,2026-06-04,HO3,Malachy Thorne,Pelham Indemnity,Direct,2600.25,15%,390.04,TRW-08
VN283799223,NBS,2025-05-21,2025-06-01,06/01/2026,HO3,Freya Lindgren,Valebrook,Direct,868.16,15,130.22,TRW-02
SFM44033202,N/B,2025-05-21,2025-05-24,2026-05-24,BAUTO,"Underhill Auto Body, Inc",Stanwick Fire and Marine,AB,"$7,666.52",.12,919.98,MCL-15
KC9864090,Renewal,2025-05-22,2025-06-09,2026-06-09,BAUTO,"Delacroix Auto Body, LLC",Kemwood,Direct Bill,"$67,022.10",15,"$10,053.32",HFN-11
SFM43023692,Renewal,2025-05-22,2025-05-30,2026-05-30,PAUTO,Emeric Lindgren,Stanwick Fire & Marine,AB,750.61,0.15,112.59,GBY-06
KC1527568,Endorsement,2025-05-22,2025-05-14,2026-03-12,General Liability,Marchetti Cabinetry,Kemwood Casualty,Agency Bill,1937.33,0.15,290.6,TRW-02
KC7461467,New Business,2025-05-22,05/24/2025,2026-05-24,Commercial Auto,"Boyne Freight, Co",Kemwood Casualty,Agency,7416.81,10,741.68,TRW-08
SFM82549307,RWL,2025-05-23,2025-06-04,2025-12-03,Auto,Noor Nakagawa,Stanwick Fire and Marine,D,4235.02,12,$508.20,HFN-11
KC9527529,NBS,2025-05-23,2025-06-06,2026-06-06,BAUTO,"Tolliver Produce, LLC",Kemwood Casualty,A,"36,308.29",,3630.83,MCL-01
PI-0620366,XLC,2025-05-25,05/22/2025,,Commercial Property,"Tolliver Cabinetry, Inc",Pelham Indemnity,Direct Bill,"-$25,458.95",15,-3818.84,MCL-01
NS-928579,RWL,2025-05-26,2025-06-07,2026-06-07,Auto,Emeric Adeyemi,NORTHGATE SPEC,Direct,3723.98,17.5%,$651.70,HFN-11
KC7844848,endorsement,2025-05-26,2025-05-25,02/16/2026,PPA,Priya Sandoval,Kemwood Casualty Co,D,$292.57,0.1,29.26,GBY-06
KC2252474,New Business,2025-05-26,2025-06-12,2026-06-12,GL,MARCHETTI FOUNDRY,Kemwood Casualty,AGENCY BILL,16501.89,0.15,2475.28,GBY-22
AM-10696476,NEW,2025-05-28,05/30/2025,2026-05-30,Commercial Auto,"Boyne Contracting, Inc",Ardsley Mutual Insurance Company,A,17665.79,15,2649.87,HFN-04
PI-8258609,Endorsement,2025-05-29,2025-05-26,,Umbrella,"Boyne Landscaping, Co",PELHAM IND,A,"1,162.13",10,116.21,MCL-01
NS-795288,PCH,2025-05-29,05/24/2025,01/14/2026,Workers Comp,Dupree Excavating,NORTHGATE SPEC,D,"-9,780.24",.12,-1173.63,HFN-04
AM-27379317,endorsement,2025-05-29,2025-05-25,,Personal Auto,Ingrid Guerrero,ardsley mutual,Direct Bill,12.4,15,1.86,MCL-15
NS-358949,NBS,2025-05-29,2025-06-03,2026-06-03,Comm Auto,"Standish Contracting, Ltd",NORTHGATE SPEC,A,68775.2,.125,"$8,596.90",MCL-15
AM-90977648,NBS,2025-05-29,06/11/2025,2026-06-11,Commercial Property,"Ostrander Millwork, Co",Ardsley Mutual Insurance Company,Direct,"4,728.05",15,$709.21,GBY-22
AM-20153118,Renewal,2025-05-29,06/03/2025,2025-12-02,Personal Auto,Priya Wojcik,Ardsley Mutual,Agency Bill,"2,471.90",10,247.19,GBY-22
KC1176024,Endorsement,2025-05-29,2025-05-23,,CGL,"Trask Printing, Inc",Kemwood Casualty,Direct Bill,"-2,045.74",15,-306.86,MCL-15
NS-678971,Endorsement,2025-05-30,2025-05-29,2025-06-19,Personal Auto,Amara Oyelaran,Northgate Specialty,DB,$105.99,12.5,13.25,TRW-02
NS-317097,PCH,2025-05-30,2025-05-30,2025-08-02,GL,Bramble Foundry,NORTHGATE SPEC,Direct,11006.82,17.5,"1,926.19",MCL-01
NS-787130,NBS,2025-05-30,2025-05-31,2026-05-31,WC,"Halvorsen Electrical, Inc",Northgate Specialty,D,"$71,012.41",10,"7,101.24",GBY-22
KC1757033,Cancellation,2025-05-30,2025-05-28,,CAUTO,"Halvorsen Excavating, Co",Kemwood Casualty,A,"-$10,912.34",15,-1636.85,TRW-08
SFM54635331,RWL,2025-05-30,2025-06-08,2026-06-08,Auto,Adaeze Sandoval,Stanwick F & M,DB,2737.46,12,$328.50,HFN-04
SFM45535954,PCH,2025-06-01,05/30/2025,,Comm Prop,"Petrossian Electrical, Inc",Stanwick Fire and Marine,A,"$5,031.30",0.175,880.48,HFN-11
VN025350399,Renewal,2025-06-01,2025-06-04,2026-06-04,WORK,"Ostrander Produce, LLC",VALEBROOK NATL,Agency Bill,15642.91,12%,1877.15,MCL-01
PI-3744328,REN,2025-06-01,2025-06-18,2026-06-18,GL,"Ferraro Millwork, LLC",Pelham Indemnity,A,10946.63,15,1641.99,MCL-15
SFM17964075,NBS,2025-06-01,2025-06-16,2026-06-16,CGL,"Renfro Machine Works, Ltd",Stanwick Fire and Marine,Agency,49677.53,0.12,5961.3,MCL-15
VN475685562,NBS,2025-06-01,2025-06-07,2026-06-07,PAUTO,Solveig Thorne,Valebrook Nat'l,Direct,3875.02,0.15,581.25,TRW-08
SFM48833538,NBS,2025-06-01,2025-06-17,2026-06-17,Comm Auto,"Kowalczyk Electrical, Co",Stanwick Fire and Marine,AB,51195.4,0.2,10239.08,HFN-04
NS-178123,New Business,2025-06-02,2025-06-03,06/03/2026,GL,Fairweather Landscaping,Northgate Specialty,Agency Bill,9237.18,10,923.72,GBY-22
VN802032265,RWL,2025-06-03,2025-06-20,2026-06-20,CGL,PETROSSIAN ELECTRICAL INC,Valebrook Nat'l,AGENCY BILL,"8,233.26",15,"1,234.99",GBY-06
VN033896556,New Business,2025-06-04,2025-06-04,2026-06-04,WORK,Ferraro Printing,Valebrook National,D,51227.16,0.15,7684.07,MCL-15
VN384144632,Policy Change,2025-06-04,2025-05-27,2025-12-02,Auto,"Delacroix Bakery, Corp",VALEBROOK NATL,A,6383.83,12,$766.06,HFN-04
VN421218214,REI,2025-06-05,2025-05-24,2026-01-26,Auto,Bartholomew Rasmussen,Valebrook National,D,651.89,12.5,81.49,HFN-11
AM-80594509,Endorsement,2025-06-05,2025-06-05,2026-05-06,CAUTO,"Delacroix Contracting, LLC",Ardsley Mutual,D,-5123.42,17.5,-896.6,TRW-08
NS-690349,RWL,2025-06-06,2025-06-21,2026-06-21,Commercial Auto,FERRARO PRINTING,Northgate Specialty,D,"$44,236.66",10,"$4,423.67",GBY-22
SFM35332498,RWL,2025-06-06,06/10/2025,2026-06-10,HO3,Malachy Adeyemi,Stanwick F & M,Direct,4029.97,12,483.6,MCL-01
VN270793491,PCH,2025-06-06,2025-05-30,2025-10-24,HOME,Rutger Falkenrath,Valebrook National,A,-460.06,12,-$55.21,TRW-02
NS-047614,RWL,2025-06-06,2025-06-09,06/09/2026,Auto,Priya Lindgren,Northgate Specialty,Direct,"3,074.17",0.175,537.98,HFN-11
VN680433614,END,2025-06-06,2025-05-29,2026-04-01,Workers Comp,"Boyne Millwork, LLC",Valebrook,D,"$1,196.77",17.5,209.43,
SFM03944926,NBS,2025-06-07,2025-06-16,2026-06-16,GL,"Boyne Dairy, Inc",Stanwick Fire & Marine,D,"$59,451.28",12.5,"7,431.41",TRW-02
SFM90223197,PCH,2025-06-07,2025-06-03,,UMB,"Whitcomb Contracting, LLC",Stanwick Fire and Marine,AB,7885.69,10,$788.57,TRW-08
VN986516051,endorsement,2025-06-07,2025-06-07,2026-05-23,WORK,"Ferraro Haulage, LLC",Valebrook National,Agency,10458.08,.15,"1,568.71",GBY-22
KC1101453,RWL,2025-06-08,2025-06-12,2026-06-12,Auto,Emeric Adeyemi,KEMWOOD CAS,DIRECT BILL,1665.97,17.5,291.54,MCL-15
NS-696027,RWL,2025-06-08,2025-06-12,2026-06-12,WORK,Lindqvist Contracting,NORTHGATE SPEC,Agency Bill,54162.67,0.15,8124.4,GBY-22
VN660701796,Endorsement,2025-06-09,2025-06-09,,Comm Auto,TRASK DAIRY LLC,Valebrook National,A,5454.1,12,654.49,HFN-11
KC8505938,NEW,2025-06-10,2025-06-13,2026-06-13,Umbrella,Wexler Auto Body,KEMWOOD CAS,Direct Bill,28723.84,12,"$3,446.86",GBY-22
KC1757033,REI,2025-06-11,2025-06-14,2026-03-10,BAUTO,"Halvorsen Excavating, Co",Kemwood Casualty Co,AGENCY BILL,10912.34,15,"1,636.85",TRW-08
SFM88352497,PCH,2025-06-12,2025-06-06,2026-01-04,CGL,"Ostrander Cold Storage, LLC",Stanwick Fire and Marine,A,"-8,718.29",0.2,-1743.66,TRW-02
SFM59163534,PCH,2025-06-12,06/11/2025,,GL,"Renfro Fabrication, Ltd",Stanwick Fire & Marine,Agency Bill,"1,182.66",12.5,147.83,GBY-06
KC9408633,XLC,2025-06-14,2025-06-02,,WC,"Ostrander Roofing, Co",KEMWOOD CAS,Direct,-27150.06,.1,"-$2,715.01",HFN-04
PI-0821547,PAB,2025-06-14,2025-03-04,,Workers Comp,"Bramble Dairy, Corp",PELHAM IND,Direct,$758.22,0.15,$113.73,HFN-11
PI-3210456,PCH,2025-06-14,2025-06-08,,HO,Rutger Petrakis,Pelham Ind.,Direct Bill,-$89.77,15,-$13.47,TRW-08
PI-4434251,Rewrite,2025-06-15,2025-06-12,2026-06-12,CAUTO,"Marchetti Cold Storage, LLC",Pelham Indemnity,Direct,60328.7,17.5,10557.52,GBY-06
AM-84631931,PCH,2025-06-15,2025-06-10,2026-04-17,CGL,"Bramble Printing, LLC",Ardsley Mutual,Direct,"$8,459.55",15,1268.93,MCL-01
NS-327166,Renewal,2025-06-16,2025-06-27,2026-06-27,CGL,Tolliver Machine Works,NORTHGATE SPEC,Agency Bill,39334.1,17.5,"$6,883.47",TRW-02
NS-448674,Renew,2025-06-16,2025-06-29,2026-06-29,BAUTO,"Rennick Auto Body, LLC",NORTHGATE SPEC,Agency,78300.56,15,11745.08,GBY-06
KC6921184,endorsement,2025-06-16,2025-06-12,,Comm Auto,"Calloway Roofing, Inc",KEMWOOD CAS,DIRECT BILL,-515.34,12.5,-64.42,GBY-06
SFM49207377,END,2025-06-17,06/08/2025,2025-07-09,HO3,"Novotny, Bartholomew",Stanwick F & M,DB,65.34,12.5,$8.17,TRW-02
AM-23956033,PCH,2025-06-17,2025-06-15,2026-02-13,Comm Prop,"Wexler Foundry, LLC",Ardsley Mut,Direct Bill,-1374.42,0.15,-206.16,GBY-22
SFM71391815,Cancellation,2025-06-17,2025-06-13,,Comm Umbrella,"Calloway Roofing, Ltd",Stanwick F & M,Agency,-17764.47,15,"-$2,664.67",
KC7371443,Renewal,2025-06-18,2025-06-28,2026-06-28,CAUTO,"Fairweather Welding, LLC",KEMWOOD CAS,Agency Bill,49042.37,12.5,6130.3,HFN-04
NS-678971,RWL,2025-06-19,2025-06-19,2025-12-18,Personal Auto,Amara Oyelaran,Northgate Specialty,DIRECT BILL,2170.1,12.5,271.26,TRW-02
